train_1;1;-2085071
train_1;1;-2085631
train_1;1;-2085493
train_1;1;-2085417
train_1;1;-2085379
train_1;1;-2085373
train_1;1;-2085223
train_1;1;-2085215
train_1;1;-2085209
train_1;1;-2085201
train_1;1;-2085199
train_1;1;-2085173
train_1;1;-2085163
train_1;1;-2085193
train_1;1;-2085513
train_1;1;-2085307
train_1;1;-2085327
train_1;1;-2085195
train_1;1;-2085179
train_1;1;-2085179
train_1;1;-2085063
train_1;1;-2085221
train_1;1;-2085515
train_1;1;-2085157
train_1;1;-2085145
train_1;1;-2085137
train_1;1;-2085231
train_1;1;-2085539
train_1;1;-2085293
train_1;1;-2085139
train_1;1;-2085119
train_1;1;-2085089
train_1;1;417632946
train_1;1;-2085077
train_1;1;-2085077
train_1;1;-2085501
train_1;1;-2085507
train_1;1;-2086957
train_2;1;-2086957
train_2;1;-2085507
train_2;1;-2085501
train_2;1;-2085077
train_2;1;-2085077
train_2;1;417632946
train_2;1;-2085089
train_2;1;-2085119
train_2;1;-2085139
train_2;1;-2085293
train_2;1;-2085539
train_2;1;-2085231
train_2;1;-2085137
train_2;1;-2085145
train_2;1;-2085157
train_2;1;-2085515
train_2;1;-2085221
train_2;1;-2085063
train_2;1;-2085179
train_2;1;-2085179
train_2;1;-2085195
train_2;1;-2085327
train_2;1;-2085307
train_2;1;-2085513
train_2;1;-2085193
train_2;1;-2085163
train_2;1;-2085173
train_2;1;-2085199
train_2;1;-2085201
train_2;1;-2085209
train_2;1;-2085215
train_2;1;-2085223
train_2;1;-2085373
train_2;1;-2085379
train_2;1;-2085417
train_2;1;-2085493
train_2;1;-2085631
train_2;1;-2085071
bus_1;1;1555741427
bus_1;1;3965560081
bus_1;1;1556358464
bus_1;1;3423228886
bus_1;1;237733
bus_1;1;549260634
bus_1;1;549260461
bus_1;1;1038407418
bus_1;1;1038407421
bus_1;1;598903627
bus_1;1;237754
bus_1;1;1287888357
bus_1;1;-2086795
bus_1;1;-2082395
bus_1;1;1187922542
bus_1;1;-2085039
bus_1;1;-2085007
bus_1;1;-2085559
bus_1;1;-2084973
bus_1;1;-2084301
bus_1;1;-2084819
bus_1;1;-2084193
bus_1;1;-2084461
bus_1;1;-2082605
bus_1;1;-2083125
bus_1;1;-2081787
bus_1;1;-2082193
bus_1;1;-2084449
bus_2;1;-2084449
bus_2;1;-2084631
bus_2;1;-2086239
bus_2;1;-2084193
bus_2;1;-2084819
bus_2;1;-2084975
bus_2;1;1496533394
bus_2;1;1382932199
bus_2;1;916023539
bus_2;1;611241881
bus_2;1;1666770465
bus_2;1;1641369786
bus_2;1;553435107
bus_2;1;549260483
bus_2;1;695155590
bus_2;1;1558155583
bus_2;1;2318713991
bus_2;1;1556358468
bus_2;1;1557667222
bus_2;1;1555787555
metro_1_1;1;-2088677
metro_1_1;1;-2088649
metro_1_2;1;-2088645
metro_1_2;1;-2088673
metro_2_1;1;-2088843
metro_2_1;1;-2089489
metro_2_1;1;-2088679
metro_2_2;1;-2088683
metro_2_2;1;-2088841
metro_3_1;1;-2088885
metro_3_1;1;-2089027
metro_3_2;1;-2089033
metro_3_2;1;-2088875
metro_4_1;1;-2088927
metro_4_1;1;-2089159
metro_4_1;1;-2089203
metro_4_2;1;-2089201
metro_4_2;1;-2089341
metro_4_2;1;-2088923
metro_5_1;1;-2089481
metro_5_1;1;-2089207
metro_5_2;1;-2089807
metro_5_2;1;-2089517
